,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
57538,57538,2018-04-07 00:01:10,3859,8811,44.15,518470,6,0,0
57539,57539,2018-04-07 00:01:55,4165,8810,80.61,518515,6,0,0
57540,57540,2018-04-07 00:02:12,2289,2081,88.32,518532,6,0,0
57541,57541,2018-04-07 00:03:23,3227,3011,18.85,518603,6,0,0
57542,57542,2018-04-07 00:05:30,2819,6263,72.96,518730,6,0,0
57543,57543,2018-04-07 00:06:06,3780,7334,52.1,518766,6,0,0
57544,57544,2018-04-07 00:09:38,1839,1688,18.1,518978,6,0,0
57545,57545,2018-04-07 00:10:19,2517,948,15.86,519019,6,0,0
57546,57546,2018-04-07 00:11:13,2498,8959,111.11,519073,6,0,0
57547,57547,2018-04-07 00:14:07,672,441,16.07,519247,6,0,0
57548,57548,2018-04-07 00:16:26,1484,40,18.66,519386,6,0,0
57549,57549,2018-04-07 00:16:29,4813,9033,101.36,519389,6,0,0
57550,57550,2018-04-07 00:16:46,630,6716,93.8,519406,6,0,0
57551,57551,2018-04-07 00:16:59,3313,5605,26.14,519419,6,0,0
57552,57552,2018-04-07 00:17:06,1790,4600,52.41,519426,6,0,0
57553,57553,2018-04-07 00:17:30,4885,1605,74.64,519450,6,0,0
57554,57554,2018-04-07 00:18:05,1425,4644,45.83,519485,6,0,0
57555,57555,2018-04-07 00:18:37,343,8146,18.15,519517,6,0,0
57556,57556,2018-04-07 00:18:50,2580,6013,67.77,519530,6,0,0
57557,57557,2018-04-07 00:18:53,4316,7725,29.7,519533,6,0,0
57558,57558,2018-04-07 00:19:36,173,452,42.78,519576,6,0,0
57559,57559,2018-04-07 00:20:19,4758,1586,52.89,519619,6,0,0
57560,57560,2018-04-07 00:20:21,1400,2168,31.6,519621,6,0,0
57561,57561,2018-04-07 00:20:31,4568,3244,67.28,519631,6,0,0
57562,57562,2018-04-07 00:21:54,1654,7578,10.79,519714,6,0,0
57563,57563,2018-04-07 00:23:22,2118,7771,46.87,519802,6,0,0
57564,57564,2018-04-07 00:23:29,27,4060,13.6,519809,6,0,0
57565,57565,2018-04-07 00:24:06,4062,7433,51.27,519846,6,0,0
57566,57566,2018-04-07 00:24:32,3455,3282,98.07,519872,6,0,0
57567,57567,2018-04-07 00:24:55,979,9505,68.38,519895,6,0,0
57568,57568,2018-04-07 00:26:36,3836,989,33.99,519996,6,0,0
57569,57569,2018-04-07 00:26:57,3115,8236,39.21,520017,6,0,0
57570,57570,2018-04-07 00:27:01,542,7250,5.45,520021,6,0,0
57571,57571,2018-04-07 00:27:20,3892,7783,79.94,520040,6,0,0
57572,57572,2018-04-07 00:27:25,4194,8089,45.04,520045,6,0,0
57573,57573,2018-04-07 00:27:30,4136,2928,91.58,520050,6,0,0
57574,57574,2018-04-07 00:27:35,3570,5462,42.24,520055,6,0,0
57575,57575,2018-04-07 00:27:50,3984,1007,58.66,520070,6,0,0
57576,57576,2018-04-07 00:29:32,1816,1275,27.58,520172,6,0,0
57577,57577,2018-04-07 00:30:16,3963,870,68.54,520216,6,0,0
57578,57578,2018-04-07 00:35:14,2796,3781,59.59,520514,6,0,0
57579,57579,2018-04-07 00:35:34,2885,6118,81.77,520534,6,0,0
57580,57580,2018-04-07 00:36:45,559,26,9.9,520605,6,0,0
57581,57581,2018-04-07 00:37:43,3108,4907,7.35,520663,6,0,0
57582,57582,2018-04-07 00:39:55,4884,1797,35.53,520795,6,0,0
57583,57583,2018-04-07 00:41:07,1586,1818,45.49,520867,6,0,0
57584,57584,2018-04-07 00:41:31,1511,3602,22.58,520891,6,0,0
57585,57585,2018-04-07 00:41:32,199,7596,43.64,520892,6,0,0
57586,57586,2018-04-07 00:42:05,2131,4631,15.49,520925,6,0,0
57587,57587,2018-04-07 00:45:12,3741,1638,79.07,521112,6,0,0
57588,57588,2018-04-07 00:45:24,4446,4614,94.05,521124,6,0,0
57589,57589,2018-04-07 00:46:42,4661,2237,45.95,521202,6,0,0
57590,57590,2018-04-07 00:47:04,4231,8927,87.5,521224,6,0,0
57591,57591,2018-04-07 00:47:50,3857,146,62.4,521270,6,0,0
57592,57592,2018-04-07 00:48:31,1573,1683,107.93,521311,6,0,0
57593,57593,2018-04-07 00:48:41,4538,9385,103.66,521321,6,0,0
57594,57594,2018-04-07 00:49:23,2767,2665,14.92,521363,6,0,0
57595,57595,2018-04-07 00:49:50,2350,21,50.95,521390,6,0,0
57596,57596,2018-04-07 00:49:53,2397,2421,7.32,521393,6,0,0
57597,57597,2018-04-07 00:50:27,4017,6028,61.07,521427,6,0,0
57598,57598,2018-04-07 00:51:43,4856,9137,15.59,521503,6,0,0
57599,57599,2018-04-07 00:51:44,2425,346,102.7,521504,6,0,0
57600,57600,2018-04-07 00:51:51,3700,5255,9.79,521511,6,0,0
57601,57601,2018-04-07 00:52:06,4041,6842,162.31,521526,6,0,0
57602,57602,2018-04-07 00:52:07,162,1280,52.73,521527,6,0,0
57603,57603,2018-04-07 00:52:24,880,8871,78.05,521544,6,0,0
57604,57604,2018-04-07 00:53:53,2325,3085,26.65,521633,6,0,0
